,date,state,deathIncrease,hospitalizedIncrease,inIcuCurrently,negativeIncrease,onVentilatorCurrently,positiveIncrease
1611,2020-12-18,RI,23,56,56.0,1157,29.0,522
1612,2020-12-18,SC,29,88,315.0,32571,143.0,4302
1613,2020-12-18,SD,28,31,73.0,1075,41.0,575
1614,2020-12-18,TN,115,89,767.0,56237,400.0,10421
1615,2020-12-18,TX,294,0,2739.0,75079,0.0,16792
1616,2020-12-18,UT,14,92,206.0,5506,0.0,2644
1617,2020-12-18,VA,45,181,510.0,18616,254.0,3295
1619,2020-12-18,VT,2,0,10.0,1589,0.0,94
1620,2020-12-18,WA,75,161,273.0,0,150.0,2940
1621,2020-12-18,WI,71,145,290.0,7194,0.0,3921
1622,2020-12-18,WV,20,0,193.0,10851,82.0,1266
1623,2020-12-18,WY,0,18,0.0,379,0.0,766
1624,2020-12-17,AK,2,0,0.0,9201,14.0,377
1625,2020-12-17,AL,56,0,0.0,8070,0.0,4695
1626,2020-12-17,AR,38,127,374.0,11404,188.0,3039
1628,2020-12-17,AZ,147,383,899.0,17714,618.0,5817
1629,2020-12-17,CA,379,0,3392.0,254487,0.0,52281
1630,2020-12-17,CO,70,90,0.0,9158,0.0,3698
1632,2020-12-17,DC,5,0,80.0,5591,34.0,228
1633,2020-12-17,DE,12,0,58.0,2343,0.0,839
1634,2020-12-17,FL,104,326,0.0,46794,0.0,13102
1635,2020-12-17,GA,66,300,0.0,32427,0.0,5835
1636,2020-12-17,GU,0,0,9.0,422,6.0,15
1637,2020-12-17,HI,2,277,14.0,0,7.0,141
1638,2020-12-17,IA,97,0,146.0,3125,87.0,1415
1639,2020-12-17,ID,17,57,109.0,2243,0.0,1433
1640,2020-12-17,IL,208,0,1063.0,83187,575.0,8828
1641,2020-12-17,IN,79,245,683.0,9832,382.0,6340
1642,2020-12-17,KS,0,0,228.0,0,111.0,0
1643,2020-12-17,KY,54,403,431.0,26167,254.0,3328
1644,2020-12-17,LA,31,0,0.0,29415,169.0,3776
1645,2020-12-17,MA,45,549,383.0,19121,207.0,5135
1646,2020-12-17,MD,49,228,394.0,8698,0.0,2217
1647,2020-12-17,ME,9,24,46.0,7573,17.0,590
1648,2020-12-17,MI,213,0,780.0,48529,461.0,4541
1649,2020-12-17,MN,83,192,289.0,12297,0.0,2759
1650,2020-12-17,MO,35,0,584.0,6928,316.0,3569
1652,2020-12-17,MS,26,0,315.0,0,193.0,2261
1653,2020-12-17,MT,13,46,64.0,5642,29.0,839
1654,2020-12-17,NC,86,0,620.0,38853,0.0,5786
1655,2020-12-17,ND,10,0,48.0,744,0.0,377
1656,2020-12-17,NE,10,24,0.0,2390,0.0,1242
1658,2020-12-17,NJ,77,141,726.0,0,488.0,4911
1659,2020-12-17,NM,48,109,0.0,27507,0.0,1688
1660,2020-12-17,NV,20,0,416.0,3526,282.0,2281
1661,2020-12-17,NY,122,0,1095.0,191858,611.0,10914
1662,2020-12-17,OH,117,370,1211.0,55884,838.0,11412
1663,2020-12-17,OK,16,156,481.0,0,0.0,2975
1664,2020-12-17,OR,48,100,122.0,23151,63.0,1530
1665,2020-12-17,PA,224,0,1246.0,15705,745.0,9966
1666,2020-12-17,PR,11,0,99.0,0,100.0,1065
1667,2020-12-17,RI,12,66,59.0,3165,29.0,1081
1668,2020-12-17,SC,43,109,333.0,13693,113.0,2655
1669,2020-12-17,SD,1,52,77.0,708,41.0,594
1670,2020-12-17,TN,177,100,780.0,26626,399.0,8945
1671,2020-12-17,TX,266,0,2771.0,80445,0.0,19849
1672,2020-12-17,UT,30,99,211.0,6657,0.0,3203
1673,2020-12-17,VA,45,150,490.0,27936,246.0,3853
1675,2020-12-17,VT,0,0,3.0,1139,0.0,140
1676,2020-12-17,WA,89,301,279.0,19691,141.0,61
1677,2020-12-17,WI,68,129,298.0,7295,0.0,4281
1678,2020-12-17,WV,32,0,206.0,12905,84.0,1636
1679,2020-12-17,WY,23,7,0.0,903,0.0,283
1680,2020-12-16,AK,2,13,0.0,7675,15.0,603
1681,2020-12-16,AL,74,300,0.0,6097,0.0,4107
1682,2020-12-16,AR,58,134,399.0,9979,184.0,2306
1684,2020-12-16,AZ,108,202,882.0,11008,602.0,4837
1685,2020-12-16,CA,293,0,3297.0,250813,0.0,53711
1686,2020-12-16,CO,71,127,0.0,6874,0.0,3334
1688,2020-12-16,DC,0,0,73.0,6141,26.0,263
1689,2020-12-16,DE,7,0,54.0,2535,0.0,787
1690,2020-12-16,FL,125,366,0.0,39035,0.0,11282
1691,2020-12-16,GA,68,307,0.0,19247,0.0,4186
1692,2020-12-16,GU,0,0,9.0,287,5.0,19
1693,2020-12-16,HI,4,7,19.0,0,18.0,110
1694,2020-12-16,IA,14,0,152.0,2559,85.0,1539
1695,2020-12-16,ID,20,81,101.0,2765,0.0,1802
1696,2020-12-16,IL,190,0,1045.0,86155,590.0,7123
1697,2020-12-16,IN,133,251,852.0,8803,380.0,6208
1698,2020-12-16,KS,144,155,228.0,9982,111.0,4551
1699,2020-12-16,KY,23,137,460.0,13172,239.0,2875
1700,2020-12-16,LA,38,0,0.0,22115,167.0,3269
1701,2020-12-16,MA,70,0,382.0,22774,205.0,5952
1702,2020-12-16,MD,64,197,399.0,11329,0.0,2405
1703,2020-12-16,ME,2,25,46.0,8336,18.0,551
1704,2020-12-16,MI,93,0,818.0,49795,476.0,4644
1705,2020-12-16,MN,92,195,304.0,4632,0.0,2248
1706,2020-12-16,MO,45,0,604.0,4017,324.0,2673
1708,2020-12-16,MS,42,0,321.0,0,193.0,2343
1709,2020-12-16,MT,10,34,65.0,2716,35.0,604
1710,2020-12-16,NC,98,0,646.0,35847,0.0,5273
1711,2020-12-16,ND,24,0,48.0,526,0.0,291
1712,2020-12-16,NE,20,53,0.0,2256,0.0,1517
1713,2020-12-16,NH,21,7,0.0,1799,0.0,888
1714,2020-12-16,NJ,131,325,721.0,69631,482.0,6306
1715,2020-12-16,NM,43,160,0.0,10182,0.0,1800
1716,2020-12-16,NV,57,0,329.0,3599,247.0,2366
1717,2020-12-16,NY,98,0,1098.0,150949,611.0,9998
1718,2020-12-16,OH,123,497,1254.0,32580,845.0,5409
1719,2020-12-16,OK,42,257,481.0,10680,0.0,3238
1720,2020-12-16,OR,53,76,119.0,37715,67.0,1082
1721,2020-12-16,PA,278,0,1238.0,13754,740.0,10049
1722,2020-12-16,PR,18,0,98.0,0,96.0,267
1723,2020-12-16,RI,20,84,62.0,2337,30.0,972
1724,2020-12-16,SC,44,110,261.0,19316,111.0,2799
1725,2020-12-16,SD,39,23,81.0,1428,25.0,904
1726,2020-12-16,TN,53,105,757.0,48880,378.0,11410
1727,2020-12-16,TX,252,0,2742.0,61621,0.0,18802
1728,2020-12-16,UT,19,107,210.0,5685,0.0,2928
1729,2020-12-16,VA,38,166,511.0,22416,257.0,3931
1731,2020-12-16,VT,5,0,6.0,490,0.0,86
1732,2020-12-16,WA,35,124,260.0,30060,138.0,667
1733,2020-12-16,WI,85,146,314.0,6849,0.0,2822
1734,2020-12-16,WV,27,0,197.0,7859,82.0,1148
1735,2020-12-16,WY,0,5,0.0,705,0.0,246
1736,2020-12-15,AK,3,19,0.0,10029,13.0,278
1737,2020-12-15,AL,22,346,0.0,6275,0.0,3638
1738,2020-12-15,AR,26,105,382.0,7036,190.0,1691
1740,2020-12-15,AZ,64,124,863.0,10254,579.0,4134
1741,2020-12-15,CA,142,0,3193.0,260701,0.0,32326
1742,2020-12-15,CO,116,313,0.0,4736,0.0,2278
1744,2020-12-15,DC,4,0,75.0,8704,26.0,301
1745,2020-12-15,DE,10,0,62.0,2073,0.0,685
1746,2020-12-15,FL,94,352,0.0,34435,0.0,9296
1747,2020-12-15,GA,56,374,0.0,34133,0.0,4812
1748,2020-12-15,GU,0,0,9.0,465,5.0,12
1749,2020-12-15,HI,0,7,17.0,0,14.0,56
1750,2020-12-15,IA,67,0,166.0,1584,88.0,726
1751,2020-12-15,ID,19,64,101.0,558,0.0,1038
1752,2020-12-15,IL,132,0,1057.0,85563,598.0,7359
1753,2020-12-15,IN,128,289,911.0,6425,404.0,4241
1754,2020-12-15,KS,0,0,182.0,0,88.0,0
1755,2020-12-15,KY,15,126,438.0,7825,246.0,2928
1756,2020-12-15,LA,50,0,0.0,31246,152.0,2633
1757,2020-12-15,MA,55,0,371.0,15615,200.0,3929
1758,2020-12-15,MD,64,153,411.0,10492,0.0,2401
1759,2020-12-15,ME,6,16,55.0,5507,19.0,411
1760,2020-12-15,MI,206,0,821.0,44313,508.0,5391
1761,2020-12-15,MN,21,147,300.0,10171,0.0,2323
1762,2020-12-15,MO,240,0,593.0,4002,325.0,2762
1764,2020-12-15,MS,48,0,310.0,0,187.0,2205
1765,2020-12-15,MT,8,39,68.0,9694,34.0,737
1766,2020-12-15,NC,26,0,643.0,45563,0.0,5236
1767,2020-12-15,ND,13,0,48.0,439,0.0,328
1768,2020-12-15,NE,45,35,0.0,836,0.0,483
1769,2020-12-15,NH,0,1,0.0,2087,0.0,670
1770,2020-12-15,NJ,97,225,727.0,79722,456.0,4701
1771,2020-12-15,NM,28,102,0.0,12767,0.0,1258
1772,2020-12-15,NV,48,0,414.0,5865,258.0,2320
1773,2020-12-15,NY,132,0,1065.0,183835,580.0,10353
1774,2020-12-15,OH,103,614,1311.0,38544,863.0,8755
1775,2020-12-15,OK,14,46,471.0,37478,0.0,2224
1776,2020-12-15,OR,6,108,134.0,58570,68.0,1157
1777,2020-12-15,PA,270,0,1264.0,11616,705.0,9556
1778,2020-12-15,PR,12,0,97.0,0,101.0,434
1779,2020-12-15,RI,15,82,53.0,2856,29.0,1166
1780,2020-12-15,SC,5,50,261.0,21815,111.0,2544
1781,2020-12-15,SD,2,42,77.0,390,41.0,345
1782,2020-12-15,TN,74,126,737.0,37246,366.0,8611
1783,2020-12-15,TX,205,0,2725.0,103876,0.0,18926
1784,2020-12-15,UT,15,99,203.0,3533,0.0,1915
1785,2020-12-15,VA,56,114,490.0,23269,240.0,3160
1787,2020-12-15,VT,4,0,4.0,186,0.0,66
1788,2020-12-15,WA,39,124,250.0,30707,128.0,652
1789,2020-12-15,WI,56,184,331.0,3798,0.0,4055
1790,2020-12-15,WV,34,0,207.0,8117,80.0,1307
1791,2020-12-15,WY,7,4,0.0,257,0.0,289
1792,2020-12-14,AK,0,3,0.0,4040,12.0,422
1793,2020-12-14,AL,0,767,0.0,20347,0.0,2264
1794,2020-12-14,AR,45,64,372.0,9262,180.0,1805
1796,2020-12-14,AZ,1,193,829.0,7223,542.0,11806
1797,2020-12-14,CA,77,0,3078.0,323174,0.0,33278
1798,2020-12-14,CO,11,48,0.0,10387,0.0,2911
1800,2020-12-14,DC,1,0,63.0,4550,34.0,164
1801,2020-12-14,DE,0,0,50.0,3053,0.0,997
1802,2020-12-14,FL,138,142,0.0,32182,0.0,8343
1803,2020-12-14,GA,28,100,0.0,22700,0.0,3296
1804,2020-12-14,GU,1,0,9.0,965,5.0,31
1805,2020-12-14,HI,0,0,21.0,0,17.0,189
1806,2020-12-14,IA,60,0,160.0,1554,86.0,637
1807,2020-12-14,ID,6,17,101.0,1234,0.0,547
1808,2020-12-14,IL,116,0,1070.0,85042,621.0,7214
1809,2020-12-14,IN,35,239,872.0,7199,385.0,4967
1810,2020-12-14,KS,37,95,182.0,8291,88.0,4724
1811,2020-12-14,KY,17,157,441.0,37879,243.0,1786
1812,2020-12-14,LA,27,0,0.0,9139,147.0,1030
1813,2020-12-14,MA,39,0,354.0,13604,186.0,3653
1814,2020-12-14,MD,25,165,404.0,13022,0.0,2314
1815,2020-12-14,ME,2,15,56.0,20234,17.0,426
1816,2020-12-14,MI,94,0,860.0,80837,514.0,7621
1817,2020-12-14,MN,18,102,319.0,12768,0.0,3018
1818,2020-12-14,MO,3,0,603.0,4869,335.0,2562
1820,2020-12-14,MS,5,198,303.0,53360,186.0,1648
1821,2020-12-14,MT,0,0,70.0,0,36.0,0
1822,2020-12-14,NC,32,0,613.0,41246,0.0,4770
1823,2020-12-14,ND,5,89,48.0,341,0.0,196
1824,2020-12-14,NE,8,12,0.0,2034,0.0,1173
1825,2020-12-14,NH,1,1,0.0,3189,0.0,919
1826,2020-12-14,NJ,24,77,704.0,184431,491.0,5337
1827,2020-12-14,NM,21,159,0.0,7898,0.0,1499
1828,2020-12-14,NV,9,0,400.0,4328,263.0,2579
1829,2020-12-14,NY,85,0,1040.0,150800,567.0,9044
1830,2020-12-14,OH,59,291,1225.0,51544,827.0,7875
1831,2020-12-14,OK,8,34,452.0,0,0.0,2099
1832,2020-12-14,OR,5,0,136.0,0,61.0,1014
1833,2020-12-14,PA,55,0,1249.0,15366,697.0,7962
1834,2020-12-14,PR,10,0,102.0,0,105.0,554
1835,2020-12-14,RI,17,0,47.0,1973,31.0,552
1836,2020-12-14,SC,12,36,307.0,23009,140.0,2570
1837,2020-12-14,SD,0,26,83.0,375,50.0,316
1838,2020-12-14,TN,79,62,717.0,50579,368.0,9959
1839,2020-12-14,TX,26,0,2679.0,126048,0.0,8901
1840,2020-12-14,UT,7,65,211.0,3779,0.0,1968
1841,2020-12-14,VA,3,59,458.0,23619,236.0,3240
1843,2020-12-14,VT,1,0,4.0,1731,0.0,104
1844,2020-12-14,WA,0,157,248.0,25505,147.0,1410
1845,2020-12-14,WI,13,77,319.0,5228,0.0,2329
1846,2020-12-14,WV,10,0,199.0,8142,82.0,1177
1847,2020-12-14,WY,0,11,0.0,1725,0.0,415
1848,2020-12-13,AK,0,3,0.0,9043,15.0,637
1849,2020-12-13,AL,0,0,0.0,0,0.0,2790
1850,2020-12-13,AR,34,16,370.0,11425,181.0,1450
1852,2020-12-13,AZ,35,262,831.0,20540,537.0,5853
1853,2020-12-13,CA,122,0,2937.0,279123,0.0,30334
1854,2020-12-13,CO,87,34,0.0,9224,0.0,2559
1856,2020-12-13,DC,2,0,58.0,7120,30.0,231
1857,2020-12-13,DE,1,0,55.0,2079,0.0,584
1858,2020-12-13,FL,84,141,0.0,29589,0.0,8762
1859,2020-12-13,GA,1,87,0.0,28517,0.0,4310
1860,2020-12-13,GU,1,0,7.0,0,5.0,16
1861,2020-12-13,HI,3,0,21.0,0,17.0,87
1862,2020-12-13,IA,1,0,170.0,2239,99.0,989
1863,2020-12-13,ID,18,27,104.0,1259,0.0,1022
1864,2020-12-13,IL,107,0,1080.0,56432,612.0,7216
1865,2020-12-13,IN,47,263,885.0,11433,386.0,5898
1866,2020-12-13,KS,0,0,271.0,0,130.0,0
1867,2020-12-13,KY,15,0,423.0,0,199.0,2444
1868,2020-12-13,LA,51,0,0.0,50507,162.0,4422
1869,2020-12-13,MA,42,0,342.0,17751,178.0,4853
1870,2020-12-13,MD,17,204,424.0,15556,0.0,2638
1871,2020-12-13,ME,0,7,46.0,0,15.0,303
1872,2020-12-13,MI,0,0,863.0,0,518.0,0
1873,2020-12-13,MN,85,108,343.0,12316,0.0,3425
1874,2020-12-13,MO,8,0,604.0,5332,332.0,2694
1876,2020-12-13,MS,19,0,298.0,0,178.0,1500
1877,2020-12-13,MT,2,8,72.0,3147,37.0,659
1878,2020-12-13,NC,27,0,606.0,57466,0.0,6819
1879,2020-12-13,ND,0,0,41.0,366,0.0,281
1880,2020-12-13,NE,22,19,0.0,1488,0.0,811
1881,2020-12-13,NH,3,4,0.0,2364,0.0,712
1882,2020-12-13,NJ,19,122,691.0,0,448.0,4711
1883,2020-12-13,NM,44,46,0.0,11453,0.0,1442
1884,2020-12-13,NV,19,0,416.0,4011,240.0,2882
1885,2020-12-13,NY,110,0,1009.0,195056,567.0,10194
1886,2020-12-13,OH,15,170,1186.0,46347,807.0,9266
1887,2020-12-13,OK,22,158,452.0,0,0.0,4332
1888,2020-12-13,OR,12,0,136.0,0,61.0,1419
1889,2020-12-13,PA,129,0,1227.0,20070,672.0,10684
1890,2020-12-13,PR,6,0,97.0,0,107.0,708
1891,2020-12-13,RI,12,48,47.0,3115,31.0,870
1892,2020-12-13,SC,54,149,295.0,60885,129.0,3408
1893,2020-12-13,SD,16,49,82.0,1010,53.0,631
1894,2020-12-13,TN,62,43,689.0,73253,359.0,11352
1895,2020-12-13,TX,111,0,2644.0,76054,0.0,8349
1896,2020-12-13,UT,17,70,215.0,6286,0.0,2083
1897,2020-12-13,VA,2,47,426.0,29444,220.0,3294
1899,2020-12-13,VT,0,0,3.0,1547,0.0,127
1900,2020-12-13,WA,0,131,248.0,29953,131.0,2228
1901,2020-12-13,WI,15,87,328.0,9418,0.0,2965
1902,2020-12-13,WV,2,0,188.0,12202,79.0,1066
1903,2020-12-13,WY,0,11,0.0,0,0.0,453
1904,2020-12-12,AK,18,14,0.0,9356,18.0,517
1905,2020-12-12,AL,16,0,0.0,0,0.0,4066
1906,2020-12-12,AR,36,63,374.0,12988,177.0,2628
1908,2020-12-12,AZ,77,385,799.0,18295,515.0,8077
1909,2020-12-12,CA,225,0,2866.0,278058,0.0,35729
1910,2020-12-12,CO,25,143,0.0,10966,0.0,3961
1912,2020-12-12,DC,4,0,59.0,7882,30.0,286
1913,2020-12-12,DE,8,0,52.0,3263,0.0,1058
1914,2020-12-12,FL,72,259,0.0,41840,0.0,10385
1915,2020-12-12,GA,44,229,0.0,34678,0.0,4830
1916,2020-12-12,GU,2,0,8.0,0,7.0,11
1917,2020-12-12,HI,2,3,21.0,0,17.0,197
1918,2020-12-12,IA,15,0,170.0,2303,94.0,1245
1919,2020-12-12,ID,15,48,104.0,1771,0.0,1582
1920,2020-12-12,IL,165,0,1072.0,118151,627.0,8737
1921,2020-12-12,IN,85,407,914.0,11487,418.0,7401
1922,2020-12-12,KS,0,0,271.0,0,130.0,0
1923,2020-12-12,KY,24,114,423.0,15144,199.0,3540
1924,2020-12-12,LA,0,0,0.0,0,167.0,0
1925,2020-12-12,MA,50,0,334.0,18691,170.0,5289
1926,2020-12-12,MD,36,180,406.0,16756,0.0,3538
1927,2020-12-12,ME,7,16,50.0,0,16.0,414
1928,2020-12-12,MI,230,0,863.0,51829,518.0,4813
1929,2020-12-12,MN,67,177,343.0,13310,0.0,4430
1930,2020-12-12,MO,22,0,644.0,5832,330.0,3743
1932,2020-12-12,MS,56,0,298.0,0,178.0,2665
1933,2020-12-12,MT,11,33,69.0,5994,36.0,774
1934,2020-12-12,NC,44,0,610.0,51350,0.0,6153
1935,2020-12-12,ND,22,0,41.0,715,0.0,376
1936,2020-12-12,NE,14,31,0.0,3221,0.0,1103
1937,2020-12-12,NH,10,1,0.0,2692,0.0,784
1938,2020-12-12,NJ,70,250,690.0,0,438.0,6888
1939,2020-12-12,NM,24,95,0.0,10276,0.0,1793
1940,2020-12-12,NV,41,0,416.0,5127,240.0,2641
1941,2020-12-12,NY,88,0,1029.0,231798,563.0,11129
1942,2020-12-12,OH,51,267,1167.0,56590,760.0,11252
1943,2020-12-12,OK,35,198,452.0,19113,0.0,3983
1944,2020-12-12,OR,15,94,136.0,24662,61.0,1582
1945,2020-12-12,PA,201,0,1209.0,15743,675.0,11084
1946,2020-12-12,PR,17,0,104.0,0,118.0,721
1947,2020-12-12,RI,17,198,55.0,2337,32.0,1831
1948,2020-12-12,SC,12,0,294.0,0,122.0,3572
1949,2020-12-12,SD,33,39,89.0,1111,58.0,735
1950,2020-12-12,TN,73,62,705.0,6553,356.0,6691
1951,2020-12-12,TX,249,0,2642.0,-13375,0.0,16360
1952,2020-12-12,UT,13,82,211.0,7205,0.0,3692
1953,2020-12-12,VA,39,103,440.0,33173,229.0,4177
1955,2020-12-12,VT,2,0,2.0,1139,0.0,85
1956,2020-12-12,WA,29,153,248.0,25957,133.0,2421
1957,2020-12-12,WI,58,142,328.0,9583,0.0,4624
1958,2020-12-12,WV,28,0,190.0,14642,83.0,1514
1959,2020-12-12,WY,0,3,0.0,0,0.0,122
1960,2020-12-11,AK,3,9,0.0,9563,17.0,622
1961,2020-12-11,AL,52,528,0.0,9190,0.0,3853
1962,2020-12-11,AR,55,139,372.0,13243,185.0,2770
1964,2020-12-11,AZ,91,967,809.0,16588,508.0,6983
1965,2020-12-11,CA,159,0,2773.0,212543,0.0,35468
1966,2020-12-11,CO,87,293,0.0,9726,0.0,4678
1968,2020-12-11,DC,1,0,58.0,4654,30.0,259
1969,2020-12-11,DE,1,0,49.0,2160,0.0,782
1970,2020-12-11,FL,126,265,0.0,43768,0.0,11409
1971,2020-12-11,GA,56,304,0.0,30629,0.0,4729
1972,2020-12-11,GU,0,0,10.0,388,7.0,27
1973,2020-12-11,HI,1,10,19.0,0,14.0,136
1974,2020-12-11,IA,77,0,175.0,2330,97.0,1537
1975,2020-12-11,ID,33,66,93.0,1929,0.0,1825
1976,2020-12-11,IL,222,0,1081.0,95028,635.0,9420
1977,2020-12-11,IN,70,383,939.0,11119,416.0,7200
1978,2020-12-11,KS,131,146,271.0,9174,130.0,5491
1979,2020-12-11,KY,22,134,432.0,13429,253.0,3670
1980,2020-12-11,LA,43,0,0.0,31545,167.0,2862
1981,2020-12-11,MA,48,0,309.0,20945,165.0,5655
1982,2020-12-11,MD,52,176,416.0,14338,0.0,2616
1983,2020-12-11,ME,4,21,50.0,10091,16.0,345
1984,2020-12-11,MI,65,0,863.0,52723,518.0,5626
1985,2020-12-11,MN,94,222,343.0,14572,0.0,3750
1986,2020-12-11,MO,31,0,650.0,5558,350.0,3900
1988,2020-12-11,MS,41,0,295.0,0,177.0,2327
1989,2020-12-11,MT,24,36,69.0,8231,36.0,978
1990,2020-12-11,NC,38,0,583.0,93124,0.0,7540
1991,2020-12-11,ND,27,0,41.0,727,0.0,507
1992,2020-12-11,NE,35,35,0.0,3546,0.0,1850
1993,2020-12-11,NH,6,4,0.0,3652,0.0,1187
1994,2020-12-11,NJ,54,203,687.0,45607,421.0,4335
1995,2020-12-11,NM,43,101,0.0,12530,0.0,1834
1996,2020-12-11,NV,45,0,394.0,223,239.0,2783
1997,2020-12-11,NY,89,0,1007.0,202077,546.0,10595
1998,2020-12-11,OH,128,394,1207.0,55234,767.0,10359
1999,2020-12-11,OK,27,190,456.0,19198,0.0,3900
2000,2020-12-11,OR,13,61,138.0,21154,60.0,1551
2001,2020-12-11,PA,225,0,1151.0,16003,651.0,12745
2002,2020-12-11,PR,11,0,109.0,0,111.0,1544
2003,2020-12-11,RI,11,0,48.0,3914,25.0,1571
2004,2020-12-11,SC,46,107,282.0,33980,124.0,3540
2005,2020-12-11,SD,33,61,91.0,1224,55.0,945
2006,2020-12-11,TN,87,87,710.0,47550,342.0,7289
2007,2020-12-11,TX,226,0,2604.0,-5063,0.0,14451
2008,2020-12-11,UT,9,82,213.0,5897,0.0,2183
2009,2020-12-11,VA,35,141,427.0,31190,216.0,3395
2011,2020-12-11,VT,4,0,5.0,1836,0.0,128
2012,2020-12-11,WA,-166,88,262.0,28860,133.0,2557
2013,2020-12-11,WI,57,145,328.0,7187,0.0,4478
2014,2020-12-11,WV,17,0,193.0,17290,77.0,942
2015,2020-12-11,WY,22,13,0.0,874,0.0,562
2016,2020-12-10,AK,5,13,0.0,13185,17.0,620
2017,2020-12-10,AL,49,0,0.0,7745,0.0,4735
2018,2020-12-10,AR,34,34,372.0,11260,181.0,2202
2020,2020-12-10,AZ,73,455,799.0,14051,496.0,4928
2021,2020-12-10,CA,220,0,2710.0,252584,0.0,29677
2022,2020-12-10,CO,120,136,0.0,10740,0.0,4649
2024,2020-12-10,DC,4,0,57.0,5082,26.0,244
2025,2020-12-10,DE,3,0,44.0,2008,0.0,643
2026,2020-12-10,FL,135,269,0.0,48767,0.0,11071
2027,2020-12-10,GA,54,277,0.0,37655,0.0,6062
2028,2020-12-10,GU,2,0,10.0,486,8.0,13
2029,2020-12-10,HI,2,11,18.0,0,14.0,123
2030,2020-12-10,IA,99,0,189.0,2770,114.0,1683
2031,2020-12-10,ID,29,66,93.0,1566,0.0,2298
2032,2020-12-10,IL,232,0,1081.0,103402,606.0,11101
2033,2020-12-10,IN,97,331,949.0,9809,410.0,6518
2034,2020-12-10,KS,0,0,301.0,0,136.0,0
2035,2020-12-10,KY,28,72,442.0,44705,231.0,4314
2036,2020-12-10,LA,40,0,0.0,22542,180.0,2415
2037,2020-12-10,MA,43,426,307.0,18354,168.0,5369
2038,2020-12-10,MD,50,211,416.0,16766,0.0,3202
2039,2020-12-10,ME,0,15,45.0,9940,16.0,407
2040,2020-12-10,MI,194,0,863.0,53788,518.0,6302
2041,2020-12-10,MN,89,220,352.0,10197,0.0,3499
2042,2020-12-10,MO,67,0,650.0,7361,343.0,3858
2044,2020-12-10,MS,42,0,301.0,0,170.0,2283
2045,2020-12-10,MT,10,40,76.0,2298,37.0,759
2046,2020-12-10,NC,53,0,573.0,14008,0.0,5556
2047,2020-12-10,ND,23,0,41.0,821,0.0,558
2048,2020-12-10,NE,17,35,0.0,1903,0.0,1321
2049,2020-12-10,NH,14,1,0.0,3529,0.0,681
2050,2020-12-10,NJ,66,184,644.0,44110,412.0,5800
2051,2020-12-10,NM,23,39,0.0,19635,0.0,1781
2052,2020-12-10,NV,50,0,382.0,3711,246.0,2193
2053,2020-12-10,NY,94,0,994.0,187228,539.0,10178
2054,2020-12-10,OH,111,452,1193.0,51268,760.0,11738
2055,2020-12-10,OK,35,146,459.0,16250,0.0,2460
2056,2020-12-10,OR,30,176,139.0,17457,62.0,1205
2057,2020-12-10,PA,248,0,1218.0,20913,675.0,11972
2058,2020-12-10,PR,19,0,99.0,0,106.0,496
2059,2020-12-10,RI,14,72,48.0,1227,25.0,948
2060,2020-12-10,SC,15,91,292.0,15213,124.0,2242
2061,2020-12-10,SD,30,51,92.0,1024,55.0,704
2062,2020-12-10,TN,69,90,684.0,25665,349.0,6011
2063,2020-12-10,TX,244,0,2644.0,23550,0.0,15299
2064,2020-12-10,UT,21,82,220.0,6679,0.0,3401
2065,2020-12-10,VA,54,131,415.0,24662,203.0,3915
2067,2020-12-10,VT,3,0,2.0,1897,0.0,128
2068,2020-12-10,WA,49,155,294.0,25842,144.0,2977
2069,2020-12-10,WI,67,160,332.0,8521,0.0,4709
2070,2020-12-10,WV,20,0,184.0,13944,73.0,1233
2071,2020-12-10,WY,0,9,0.0,1128,0.0,338
2072,2020-12-09,AK,4,20,0.0,9993,19.0,584
2073,2020-12-09,AL,43,295,0.0,6542,0.0,3522
2074,2020-12-09,AR,34,98,375.0,14779,179.0,2327
2076,2020-12-09,AZ,108,355,766.0,7328,492.0,4444
2077,2020-12-09,CA,196,0,2627.0,221445,0.0,30851
2078,2020-12-09,CO,267,563,0.0,7832,0.0,3757
2080,2020-12-09,DC,3,0,58.0,6611,23.0,265
2081,2020-12-09,DE,0,0,42.0,2419,0.0,929
2082,2020-12-09,FL,89,310,0.0,38060,0.0,9411
2083,2020-12-09,GA,48,279,0.0,18937,0.0,3744
2084,2020-12-09,GU,0,0,10.0,568,8.0,13
2085,2020-12-09,HI,4,6,16.0,0,11.0,80
2086,2020-12-09,IA,102,0,196.0,2953,120.0,1797
2087,2020-12-09,ID,19,91,93.0,-4236,0.0,2012
2088,2020-12-09,IL,229,0,1176.0,84481,647.0,8256
2089,2020-12-09,IN,96,383,949.0,8792,414.0,5754
2090,2020-12-09,KS,85,145,301.0,8950,136.0,5778
2091,2020-12-09,KY,16,146,412.0,3436,211.0,3468
2092,2020-12-09,LA,32,0,0.0,28170,177.0,4352
2093,2020-12-09,MA,90,0,308.0,20316,162.0,5965
2094,2020-12-09,MD,46,201,416.0,13071,0.0,2692
2095,2020-12-09,ME,7,16,42.0,8241,15.0,405
2096,2020-12-09,MI,81,0,857.0,42314,522.0,5342
2097,2020-12-09,MN,82,215,358.0,11617,0.0,4516
2098,2020-12-09,MO,28,0,638.0,3393,334.0,2640
2100,2020-12-09,MS,24,0,288.0,0,159.0,2746
2101,2020-12-09,MT,8,54,80.0,1803,39.0,787
