,date,state,deathIncrease,hospitalizedIncrease,inIcuCurrently,negativeIncrease,onVentilatorCurrently,positiveIncrease
495,2021-01-07,TX,393,0,3502.0,55651,0.0,24578
496,2021-01-07,UT,29,115,187.0,6890,0.0,4597
497,2021-01-07,VA,49,154,568.0,31783,366.0,5379
499,2021-01-07,VT,3,0,8.0,1651,0.0,245
500,2021-01-07,WA,64,88,266.0,18231,109.0,1985
501,2021-01-07,WI,42,99,243.0,6357,0.0,4509
502,2021-01-07,WV,37,0,219.0,16334,96.0,1324
503,2021-01-07,WY,25,8,0.0,200,0.0,278
504,2021-01-06,AK,2,18,0.0,7828,6.0,328
505,2021-01-06,AL,108,629,0.0,7150,0.0,4591
506,2021-01-06,AR,65,124,427.0,11045,217.0,3705
508,2021-01-06,AZ,127,760,1084.0,13885,747.0,7206
509,2021-01-06,CA,459,0,4731.0,187945,0.0,29892
510,2021-01-06,CO,59,885,0.0,0,0.0,2557
511,2021-01-06,CT,38,0,0.0,26776,0.0,2486
512,2021-01-06,DC,5,0,69.0,5069,34.0,316
513,2021-01-06,DE,0,0,65.0,1547,0.0,629
514,2021-01-06,FL,132,449,0.0,38374,0.0,17262
515,2021-01-06,GA,93,611,0.0,7753,0.0,5588
516,2021-01-06,GU,0,0,3.0,307,1.0,21
517,2021-01-06,HI,10,26,21.0,0,16.0,142
518,2021-01-06,IA,61,0,116.0,2224,54.0,2010
519,2021-01-06,ID,12,79,54.0,735,0.0,1538
520,2021-01-06,IL,173,0,812.0,73405,451.0,7569
521,2021-01-06,IN,80,193,586.0,6700,303.0,6146
522,2021-01-06,KS,130,158,206.0,7889,70.0,5501
523,2021-01-06,KY,34,189,428.0,8674,244.0,5705
524,2021-01-06,LA,46,0,0.0,20361,207.0,6876
525,2021-01-06,MA,102,0,442.0,15039,281.0,6851
526,2021-01-06,MD,50,169,444.0,10904,0.0,3146
527,2021-01-06,ME,3,7,50.0,7427,21.0,525
528,2021-01-06,MI,59,0,523.0,40588,304.0,4856
529,2021-01-06,MN,67,100,140.0,5767,0.0,2326
530,2021-01-06,MO,33,0,624.0,2759,344.0,2854
532,2021-01-06,MS,38,0,358.0,0,222.0,2791
533,2021-01-06,MT,10,52,41.0,3378,21.0,682
534,2021-01-06,NC,80,0,823.0,36095,0.0,6952
535,2021-01-06,ND,5,13,13.0,846,0.0,338
536,2021-01-06,NE,10,37,0.0,1626,0.0,1448
537,2021-01-06,NH,24,1,0.0,2330,0.0,846
538,2021-01-06,NJ,141,266,668.0,40002,456.0,5848
539,2021-01-06,NM,47,115,0.0,7634,0.0,1485
540,2021-01-06,NV,60,0,411.0,3679,280.0,1938
541,2021-01-06,NY,163,0,1408.0,181168,851.0,16648
542,2021-01-06,OH,121,454,1021.0,20326,649.0,7814
543,2021-01-06,OK,62,332,494.0,17585,0.0,3305
544,2021-01-06,OR,44,0,110.0,0,55.0,1035
545,2021-01-06,PA,368,0,1120.0,11822,673.0,9474
546,2021-01-06,PR,8,0,65.0,0,73.0,293
547,2021-01-06,RI,20,68,59.0,2945,40.0,1611
548,2021-01-06,SC,84,164,469.0,23233,247.0,5162
549,2021-01-06,SD,6,41,56.0,1071,33.0,608
550,2021-01-06,TN,114,100,831.0,24513,478.0,7588
551,2021-01-06,TX,326,0,3477.0,60462,0.0,24010
552,2021-01-06,UT,18,107,192.0,5654,0.0,3769
553,2021-01-06,VA,35,110,537.0,19880,357.0,5387
555,2021-01-06,VT,3,0,6.0,573,0.0,120
556,2021-01-06,WA,59,167,262.0,11668,121.0,2332
557,2021-01-06,WI,69,175,245.0,6568,0.0,4109
558,2021-01-06,WV,39,0,217.0,10435,90.0,1516
559,2021-01-06,WY,0,8,0.0,240,0.0,321
560,2021-01-05,AK,0,23,0.0,5167,6.0,194
561,2021-01-05,AL,8,0,0.0,3889,0.0,5498
562,2021-01-05,AR,36,229,426.0,6427,224.0,4107
564,2021-01-05,AZ,253,406,1096.0,10699,761.0,5932
565,2021-01-05,CA,368,0,4734.0,172331,0.0,31440
566,2021-01-05,CO,47,71,0.0,13956,0.0,3458
567,2021-01-05,CT,24,0,0.0,28323,0.0,2332
568,2021-01-05,DC,4,0,72.0,5336,32.0,262
569,2021-01-05,DE,10,0,56.0,1563,0.0,767
570,2021-01-05,FL,100,386,0.0,33771,0.0,15556
571,2021-01-05,GA,101,423,0.0,20988,0.0,6102
572,2021-01-05,GU,0,0,3.0,654,2.0,13
573,2021-01-05,HI,0,42,18.0,0,15.0,123
574,2021-01-05,IA,7,0,115.0,602,53.0,1021
575,2021-01-05,ID,11,39,54.0,629,0.0,798
576,2021-01-05,IL,150,0,800.0,80244,457.0,6839
577,2021-01-05,IN,149,265,591.0,3288,326.0,3395
578,2021-01-05,KS,0,0,180.0,0,65.0,0
579,2021-01-05,KY,23,56,430.0,8367,215.0,1693
580,2021-01-05,LA,50,0,0.0,37529,205.0,4467
581,2021-01-05,MA,63,0,425.0,11590,264.0,4634
582,2021-01-05,MD,55,175,410.0,5670,0.0,1956
583,2021-01-05,ME,9,10,50.0,8526,21.0,597
584,2021-01-05,MI,217,0,548.0,21976,308.0,3031
585,2021-01-05,MN,18,157,155.0,2758,0.0,1573
586,2021-01-05,MO,263,0,612.0,2837,345.0,2632
588,2021-01-05,MS,91,0,349.0,55920,223.0,1767
589,2021-01-05,MT,30,36,37.0,1488,22.0,714
590,2021-01-05,NC,55,0,813.0,27000,0.0,5285
591,2021-01-05,ND,17,21,15.0,515,0.0,254
592,2021-01-05,NE,10,31,0.0,645,0.0,585
593,2021-01-05,NH,11,2,0.0,2199,0.0,664
594,2021-01-05,NJ,138,288,679.0,206401,481.0,6271
595,2021-01-05,NM,20,129,0.0,9516,0.0,1184
596,2021-01-05,NV,29,0,415.0,2568,278.0,2423
597,2021-01-05,NY,154,0,1392.0,139736,851.0,12666
598,2021-01-05,OH,104,538,1054.0,24246,670.0,7580
599,2021-01-05,OK,19,61,488.0,35447,0.0,1497
600,2021-01-05,OR,6,137,107.0,65560,55.0,708
601,2021-01-05,PA,185,0,1148.0,13948,700.0,8818
602,2021-01-05,PR,7,0,69.0,0,74.0,514
603,2021-01-05,RI,15,50,56.0,2411,40.0,1144
604,2021-01-05,SC,14,53,447.0,13642,241.0,2601
605,2021-01-05,SD,0,22,56.0,573,35.0,433
606,2021-01-05,TN,99,75,816.0,10574,469.0,5399
607,2021-01-05,TX,250,0,3356.0,72855,0.0,31630
608,2021-01-05,UT,7,116,177.0,3579,0.0,3318
609,2021-01-05,VA,59,139,558.0,18122,337.0,4377
611,2021-01-05,VT,5,0,8.0,1311,0.0,165
612,2021-01-05,WA,23,49,249.0,24793,109.0,1039
613,2021-01-05,WI,97,216,231.0,4805,0.0,4019
614,2021-01-05,WV,46,0,214.0,9220,92.0,1276
615,2021-01-05,WY,26,45,0.0,154,0.0,322
616,2021-01-04,AK,3,0,0.0,3401,9.0,260
617,2021-01-04,AL,5,1057,0.0,1632,0.0,2161
618,2021-01-04,AR,51,0,412.0,4578,212.0,1306
620,2021-01-04,AZ,3,169,1082.0,9906,782.0,5158
621,2021-01-04,CA,97,0,4671.0,284594,0.0,29633
622,2021-01-04,CO,10,34,0.0,5058,0.0,2185
623,2021-01-04,CT,69,0,0.0,80983,0.0,4516
624,2021-01-04,DC,3,0,71.0,2979,40.0,140
625,2021-01-04,DE,7,0,52.0,1801,0.0,849
626,2021-01-04,FL,105,181,0.0,22720,0.0,10935
627,2021-01-04,GA,7,112,0.0,16519,0.0,4030
628,2021-01-04,GU,0,0,2.0,617,2.0,17
629,2021-01-04,HI,0,0,11.0,0,9.0,89
630,2021-01-04,IA,46,0,117.0,824,55.0,701
631,2021-01-04,ID,0,19,84.0,829,0.0,308
632,2021-01-04,IL,90,0,816.0,43195,471.0,5059
633,2021-01-04,IN,39,210,649.0,3966,321.0,3617
634,2021-01-04,KS,18,52,180.0,8051,65.0,3572
635,2021-01-04,KY,26,55,456.0,9950,216.0,2317
636,2021-01-04,LA,48,0,0.0,8170,207.0,1123
637,2021-01-04,MA,61,0,423.0,10838,258.0,4906
638,2021-01-04,MD,33,171,418.0,11291,0.0,2483
639,2021-01-04,ME,1,8,47.0,20801,20.0,376
640,2021-01-04,MI,85,0,550.0,166414,313.0,5490
641,2021-01-04,MN,13,85,156.0,-121,0.0,3144
642,2021-01-04,MO,0,0,590.0,1246,324.0,1196
644,2021-01-04,MS,13,115,337.0,0,205.0,1616
645,2021-01-04,MT,3,19,39.0,14801,22.0,283
646,2021-01-04,NC,31,0,783.0,30038,0.0,5187
647,2021-01-04,ND,2,6,15.0,179,0.0,199
648,2021-01-04,NE,3,20,0.0,1038,0.0,738
649,2021-01-04,NH,1,3,0.0,1800,0.0,878
650,2021-01-04,NJ,36,27,664.0,0,476.0,2358
651,2021-01-04,NM,23,128,0.0,5670,0.0,921
652,2021-01-04,NV,23,0,423.0,23032,268.0,1414
653,2021-01-04,NY,172,0,1357.0,123151,843.0,11209
654,2021-01-04,OH,67,314,1073.0,24391,691.0,5942
655,2021-01-04,OK,5,52,498.0,0,0.0,2699
656,2021-01-04,OR,8,0,119.0,0,60.0,1397
657,2021-01-04,PA,66,0,1182.0,3874,678.0,3226
658,2021-01-04,PR,10,0,77.0,0,74.0,636
659,2021-01-04,RI,12,281,53.0,2111,40.0,633
660,2021-01-04,SC,15,71,419.0,17008,215.0,3803
661,2021-01-04,SD,0,10,55.0,290,37.0,111
662,2021-01-04,TN,143,112,825.0,11659,471.0,3953
663,2021-01-04,TX,52,0,3317.0,119359,0.0,18182
664,2021-01-04,UT,4,81,167.0,3667,0.0,2160
665,2021-01-04,VA,8,77,563.0,15261,339.0,3771
667,2021-01-04,VT,4,0,4.0,559,0.0,80
668,2021-01-04,WA,-2,363,248.0,64936,116.0,8644
669,2021-01-04,WI,8,51,225.0,2505,0.0,1626
670,2021-01-04,WV,20,0,205.0,5562,91.0,828
671,2021-01-04,WY,0,9,0.0,1145,0.0,372
672,2021-01-03,AK,0,3,0.0,3198,7.0,290
673,2021-01-03,AL,1,0,0.0,6555,0.0,2476
674,2021-01-03,AR,20,27,405.0,8766,194.0,2033
676,2021-01-03,AZ,0,289,1081.0,1072,762.0,17234
677,2021-01-03,CA,181,0,4613.0,375992,0.0,45352
678,2021-01-03,CO,22,35,0.0,4869,0.0,2078
679,2021-01-03,CT,0,0,0.0,0,0.0,0
680,2021-01-03,DC,2,0,69.0,6367,35.0,255
681,2021-01-03,DE,0,0,53.0,1324,0.0,611
682,2021-01-03,FL,100,187,0.0,24021,0.0,10228
683,2021-01-03,GA,4,56,0.0,20176,0.0,5077
684,2021-01-03,GU,0,0,2.0,0,2.0,1
685,2021-01-03,HI,0,0,11.0,0,9.0,149
686,2021-01-03,IA,0,0,120.0,1311,52.0,865
687,2021-01-03,ID,12,57,84.0,1604,0.0,1122
688,2021-01-03,IL,105,0,798.0,40996,462.0,4469
689,2021-01-03,IN,65,239,648.0,3796,326.0,2981
690,2021-01-03,KS,0,0,221.0,0,97.0,0
691,2021-01-03,KY,25,53,421.0,0,196.0,2855
692,2021-01-03,LA,49,0,0.0,36501,204.0,5783
693,2021-01-03,MA,108,0,416.0,8542,258.0,3481
694,2021-01-03,MD,27,145,412.0,7841,0.0,2148
695,2021-01-03,ME,1,8,47.0,0,20.0,347
696,2021-01-03,MI,0,0,629.0,0,368.0,0
697,2021-01-03,MN,53,111,196.0,31920,0.0,2712
698,2021-01-03,MO,19,0,627.0,2519,350.0,2305
700,2021-01-03,MS,31,0,346.0,0,219.0,1784
701,2021-01-03,MT,1,13,39.0,2580,22.0,437
702,2021-01-03,NC,18,0,776.0,46790,0.0,6487
703,2021-01-03,ND,0,9,16.0,68,0.0,150
704,2021-01-03,NE,1,5,0.0,795,0.0,546
705,2021-01-03,NH,11,3,0.0,6875,0.0,1266
706,2021-01-03,NJ,21,107,669.0,0,462.0,4088
707,2021-01-03,NM,17,92,0.0,9824,0.0,1015
708,2021-01-03,NV,32,0,398.0,2237,273.0,2747
709,2021-01-03,NY,139,0,1344.0,130977,815.0,11368
710,2021-01-03,OH,59,165,1054.0,73130,684.0,6808
711,2021-01-03,OK,20,194,498.0,0,0.0,8017
712,2021-01-03,OR,2,0,119.0,0,60.0,1009
713,2021-01-03,PA,56,0,1149.0,7804,674.0,4579
714,2021-01-03,PR,19,0,74.0,0,72.0,237
715,2021-01-03,RI,10,0,61.0,2178,47.0,888
716,2021-01-03,SC,84,141,414.0,48221,217.0,8951
717,2021-01-03,SD,12,30,54.0,1306,33.0,703
718,2021-01-03,TN,55,41,792.0,12338,467.0,4165
719,2021-01-03,TX,50,0,3184.0,33492,0.0,16095
720,2021-01-03,UT,7,58,164.0,2359,0.0,1819
721,2021-01-03,VA,7,70,557.0,23623,344.0,5010
723,2021-01-03,VT,1,0,2.0,767,0.0,104
724,2021-01-03,WA,0,0,248.0,0,118.0,0
725,2021-01-03,WI,5,80,230.0,2142,0.0,2593
726,2021-01-03,WV,3,0,202.0,6131,90.0,1731
727,2021-01-03,WY,0,8,0.0,0,0.0,302
728,2021-01-02,AK,9,7,0.0,13798,6.0,801
729,2021-01-02,AL,0,0,0.0,2965,0.0,3711
730,2021-01-02,AR,18,37,393.0,10107,197.0,2000
732,2021-01-02,AZ,46,593,1074.0,18266,761.0,8883
733,2021-01-02,CA,386,0,4606.0,279790,0.0,53341
734,2021-01-02,CO,39,27,0.0,4539,0.0,2011
735,2021-01-02,CT,104,0,0.0,58256,0.0,4412
736,2021-01-02,DC,4,0,70.0,6819,33.0,257
737,2021-01-02,DE,0,0,59.0,2102,0.0,809
738,2021-01-02,FL,220,288,0.0,68413,0.0,30531
739,2021-01-02,GA,2,65,0.0,29330,0.0,6604
740,2021-01-02,GU,1,0,3.0,0,2.0,0
741,2021-01-02,HI,0,0,11.0,0,9.0,169
742,2021-01-02,IA,48,0,119.0,1038,60.0,476
743,2021-01-02,ID,0,0,85.0,0,0.0,0
744,2021-01-02,IL,44,0,783.0,57225,458.0,4762
745,2021-01-02,IN,39,197,663.0,5415,342.0,5317
746,2021-01-02,KS,0,0,221.0,0,97.0,0
747,2021-01-02,KY,75,198,428.0,55223,211.0,8709
748,2021-01-02,LA,0,0,0.0,0,202.0,0
749,2021-01-02,MA,79,0,412.0,21204,246.0,9003
750,2021-01-02,MD,25,232,415.0,12398,0.0,2952
751,2021-01-02,ME,11,26,48.0,0,19.0,1044
752,2021-01-02,MI,288,0,629.0,0,368.0,9500
753,2021-01-02,MN,54,120,196.0,7857,0.0,2530
754,2021-01-02,MO,3,0,653.0,3291,357.0,2157
756,2021-01-02,MS,24,0,346.0,0,219.0,1891
757,2021-01-02,MT,10,50,39.0,801,23.0,389
758,2021-01-02,NC,144,0,783.0,116389,0.0,18892
759,2021-01-02,ND,28,9,16.0,398,0.0,396
760,2021-01-02,NE,17,11,0.0,1378,0.0,918
761,2021-01-02,NH,10,8,0.0,0,0.0,1156
762,2021-01-02,NJ,27,64,678.0,0,465.0,5799
763,2021-01-02,NM,32,58,0.0,10585,0.0,1237
764,2021-01-02,NV,5,0,398.0,4212,273.0,1825
765,2021-01-02,NY,129,0,1321.0,187372,786.0,15074
766,2021-01-02,OH,55,299,1036.0,52401,696.0,14293
767,2021-01-02,OK,38,188,498.0,0,0.0,5119
768,2021-01-02,OR,13,0,119.0,0,60.0,1430
769,2021-01-02,PA,25,0,1159.0,14303,649.0,9253
770,2021-01-02,PR,5,0,73.0,0,72.0,878
771,2021-01-02,RI,10,0,61.0,1961,47.0,783
772,2021-01-02,SC,89,196,413.0,26023,214.0,5211
773,2021-01-02,SD,13,30,59.0,641,40.0,665
774,2021-01-02,TN,63,76,791.0,57512,453.0,17330
775,2021-01-02,TX,96,0,3072.0,152571,0.0,4763
776,2021-01-02,UT,25,145,158.0,8459,0.0,5042
777,2021-01-02,VA,36,74,557.0,43709,335.0,3989
779,2021-01-02,VT,3,0,5.0,2846,0.0,277
780,2021-01-02,WA,0,0,248.0,0,118.0,0
781,2021-01-02,WI,2,49,230.0,3976,0.0,1129
782,2021-01-02,WV,12,0,205.0,15166,92.0,1507
783,2021-01-02,WY,0,4,0.0,0,0.0,164
784,2021-01-01,AK,0,0,0.0,0,6.0,0
785,2021-01-01,AL,45,189,0.0,7331,0.0,4521
786,2021-01-01,AR,35,92,398.0,13811,205.0,4304
788,2021-01-01,AZ,151,1589,1072.0,35435,759.0,10060
789,2021-01-01,CA,585,0,4618.0,155640,0.0,47189
790,2021-01-01,CO,59,53,0.0,6898,0.0,3064
791,2021-01-01,CT,0,0,0.0,0,0.0,0
792,2021-01-01,DC,2,0,63.0,6594,31.0,269
793,2021-01-01,DE,4,0,58.0,1231,0.0,608
794,2021-01-01,FL,0,0,0.0,0,0.0,0
795,2021-01-01,GA,24,278,0.0,42945,0.0,8719
796,2021-01-01,GU,0,0,3.0,0,2.0,9
797,2021-01-01,HI,1,7,11.0,0,9.0,288
798,2021-01-01,IA,7,0,117.0,1594,63.0,1593
799,2021-01-01,ID,33,63,85.0,1350,0.0,1213
800,2021-01-01,IL,195,0,808.0,90021,464.0,7201
801,2021-01-01,IN,108,211,676.0,6981,348.0,6288
802,2021-01-01,KS,138,143,221.0,5962,97.0,5312
803,2021-01-01,KY,0,0,433.0,0,234.0,0
804,2021-01-01,LA,0,0,0.0,0,202.0,0
805,2021-01-01,MA,0,0,417.0,0,240.0,0
806,2021-01-01,MD,47,183,388.0,12336,0.0,3557
807,2021-01-01,ME,0,0,46.0,0,18.0,0
808,2021-01-01,MI,0,0,629.0,0,368.0,0
809,2021-01-01,MN,0,0,196.0,0,0.0,0
810,2021-01-01,MO,21,0,648.0,5079,364.0,4729
812,2021-01-01,MS,29,0,346.0,0,219.0,2575
813,2021-01-01,MT,0,0,39.0,0,23.0,0
814,2021-01-01,NC,0,0,774.0,0,0.0,0
815,2021-01-01,ND,0,0,16.0,1775,0.0,0
816,2021-01-01,NE,40,34,0.0,1624,0.0,1501
817,2021-01-01,NH,0,0,0.0,0,0.0,0
818,2021-01-01,NJ,118,1246,693.0,51438,471.0,5918
819,2021-01-01,NM,25,67,0.0,12017,0.0,1278
820,2021-01-01,NV,21,0,398.0,2789,273.0,2315
821,2021-01-01,NY,168,0,1292.0,202756,776.0,16497
822,2021-01-01,OH,0,0,1059.0,0,722.0,0
823,2021-01-01,OK,0,0,498.0,17009,0.0,0
824,2021-01-01,OR,9,43,119.0,18546,60.0,1649
825,2021-01-01,PA,236,0,1172.0,10076,661.0,7714
826,2021-01-01,PR,18,0,77.0,0,70.0,763
827,2021-01-01,RI,14,0,61.0,2904,47.0,863
828,2021-01-01,SC,0,0,400.0,0,199.0,0
829,2021-01-01,SD,0,0,62.0,0,46.0,0
830,2021-01-01,TN,0,0,813.0,0,471.0,0
831,2021-01-01,TX,334,0,3124.0,93303,0.0,16311
832,2021-01-01,UT,0,0,158.0,0,0.0,0
833,2021-01-01,VA,49,125,557.0,31722,322.0,5182
835,2021-01-01,VT,0,0,7.0,0,0.0,0
836,2021-01-01,WA,41,177,248.0,27258,118.0,4422
837,2021-01-01,WI,12,50,244.0,6388,0.0,2085
838,2021-01-01,WV,23,0,211.0,18481,102.0,2486
839,2021-01-01,WY,0,0,0.0,0,0.0,0
840,2020-12-31,AK,3,6,0.0,8163,6.0,495
841,2020-12-31,AL,53,353,0.0,8344,0.0,4406
842,2020-12-31,AR,39,87,396.0,10591,209.0,2708
844,2020-12-31,AZ,146,473,1028.0,15472,746.0,7718
845,2020-12-31,CA,428,0,4518.0,205169,0.0,27237
846,2020-12-31,CO,64,96,0.0,6029,0.0,3238
847,2020-12-31,CT,31,0,0.0,21067,0.0,2045
848,2020-12-31,DC,6,0,72.0,4450,31.0,225
849,2020-12-31,DE,5,0,58.0,1747,0.0,860
850,2020-12-31,FL,133,366,0.0,44106,0.0,16827
851,2020-12-31,GA,88,306,0.0,36098,0.0,8499
852,2020-12-31,GU,1,0,3.0,242,2.0,9
853,2020-12-31,HI,3,12,16.0,0,18.0,188
854,2020-12-31,IA,69,0,134.0,1726,69.0,1323
855,2020-12-31,ID,10,48,85.0,1781,0.0,1340
856,2020-12-31,IL,167,0,837.0,91417,496.0,8009
857,2020-12-31,IN,103,238,633.0,7348,353.0,6468
858,2020-12-31,KS,0,0,234.0,0,99.0,0
859,2020-12-31,KY,0,0,433.0,0,234.0,0
860,2020-12-31,LA,40,0,0.0,25368,202.0,4046
861,2020-12-31,MA,85,193,417.0,17397,240.0,7260
862,2020-12-31,MD,47,189,399.0,8950,0.0,2973
863,2020-12-31,ME,13,26,48.0,8213,19.0,702
864,2020-12-31,MI,0,0,629.0,0,368.0,0
865,2020-12-31,MN,61,116,196.0,9767,0.0,2195
866,2020-12-31,MO,28,0,640.0,3333,359.0,3714
868,2020-12-31,MS,40,0,321.0,0,208.0,2756
869,2020-12-31,MT,11,15,44.0,4526,25.0,255
870,2020-12-31,NC,19,0,774.0,56893,0.0,6715
871,2020-12-31,ND,0,10,16.0,-581,0.0,293
872,2020-12-31,NE,8,33,0.0,2224,0.0,1516
873,2020-12-31,NH,18,1,0.0,2517,0.0,786
874,2020-12-31,NJ,90,236,693.0,32551,462.0,5712
875,2020-12-31,NM,41,75,0.0,13854,0.0,1678
876,2020-12-31,NV,59,0,404.0,2964,278.0,2137
877,2020-12-31,NY,135,0,1276.0,199785,723.0,16802
878,2020-12-31,OH,107,332,1059.0,47782,722.0,9632
879,2020-12-31,OK,36,246,501.0,14965,0.0,3906
880,2020-12-31,OR,19,101,117.0,17884,61.0,1033
881,2020-12-31,PA,306,0,1205.0,10832,692.0,8992
882,2020-12-31,PR,19,0,80.0,0,70.0,403
883,2020-12-31,RI,32,0,61.0,2460,47.0,1592
884,2020-12-31,SC,47,154,400.0,18155,199.0,4032
885,2020-12-31,SD,24,33,62.0,737,46.0,444
886,2020-12-31,TN,97,114,826.0,19797,475.0,5993
887,2020-12-31,TX,349,0,3107.0,66381,0.0,18725
888,2020-12-31,UT,13,83,158.0,5624,0.0,4672
889,2020-12-31,VA,48,131,525.0,31334,328.0,5239
891,2020-12-31,VT,2,0,7.0,1152,0.0,136
892,2020-12-31,WA,51,126,235.0,5800,118.0,1484
893,2020-12-31,WI,50,143,244.0,5898,0.0,4212
894,2020-12-31,WV,20,0,206.0,18317,99.0,1109
895,2020-12-31,WY,33,6,0.0,598,0.0,276
896,2020-12-30,AK,2,13,0.0,6862,10.0,385
897,2020-12-30,AL,37,379,0.0,3822,0.0,5016
898,2020-12-30,AR,34,103,385.0,12244,205.0,3184
900,2020-12-30,AZ,78,709,1076.0,13587,750.0,5267
901,2020-12-30,CA,432,0,4478.0,217684,0.0,30921
902,2020-12-30,CO,63,272,0.0,5337,0.0,2451
903,2020-12-30,CT,40,0,0.0,16970,0.0,1696
904,2020-12-30,DC,5,0,71.0,3549,33.0,223
905,2020-12-30,DE,23,0,56.0,1259,0.0,407
906,2020-12-30,FL,139,376,0.0,28033,0.0,13638
907,2020-12-30,GA,67,375,0.0,18046,0.0,5465
908,2020-12-30,GU,0,0,3.0,257,2.0,15
909,2020-12-30,HI,0,10,14.0,0,12.0,106
910,2020-12-30,IA,10,0,127.0,1067,66.0,1052
911,2020-12-30,ID,16,43,77.0,492,0.0,1514
912,2020-12-30,IL,215,0,882.0,67199,496.0,7374
913,2020-12-30,IN,109,227,659.0,4469,365.0,4735
914,2020-12-30,KS,193,192,234.0,9048,99.0,6371
915,2020-12-30,KY,29,264,433.0,17718,234.0,3770
916,2020-12-30,LA,51,0,0.0,35916,210.0,6744
917,2020-12-30,MA,120,0,433.0,15115,231.0,6839
918,2020-12-30,MD,45,200,410.0,8777,0.0,2628
919,2020-12-30,ME,1,-2,48.0,5435,19.0,590
920,2020-12-30,MI,52,0,629.0,43822,368.0,4782
921,2020-12-30,MN,66,143,207.0,6325,0.0,1997
922,2020-12-30,MO,58,0,623.0,3080,356.0,2761
924,2020-12-30,MS,28,0,321.0,0,208.0,3023
925,2020-12-30,MT,11,39,46.0,2439,26.0,874
926,2020-12-30,NC,155,0,768.0,29275,0.0,8551
927,2020-12-30,ND,6,9,15.0,-2210,0.0,371
928,2020-12-30,NE,16,28,0.0,1062,0.0,932
929,2020-12-30,NH,6,0,0.0,1062,0.0,545
930,2020-12-30,NJ,175,306,701.0,0,467.0,5230
931,2020-12-30,NM,33,101,0.0,7084,0.0,1311
932,2020-12-30,NV,47,0,408.0,2170,282.0,2470
933,2020-12-30,NY,149,0,1250.0,141527,702.0,13422
934,2020-12-30,OH,133,366,1087.0,20272,693.0,8178
935,2020-12-30,OK,48,387,486.0,26435,0.0,3249
936,2020-12-30,OR,16,77,127.0,14485,60.0,682
937,2020-12-30,PA,319,0,1178.0,10194,681.0,8984
938,2020-12-30,PR,24,0,82.0,0,70.0,98
939,2020-12-30,RI,17,53,61.0,1581,47.0,1160
940,2020-12-30,SC,51,133,393.0,14676,198.0,2873
941,2020-12-30,SD,18,34,57.0,738,43.0,562
942,2020-12-30,TN,100,141,819.0,21115,466.0,8220
943,2020-12-30,TX,326,0,3012.0,52080,0.0,21469
944,2020-12-30,UT,21,110,156.0,4593,0.0,2614
945,2020-12-30,VA,64,128,553.0,27244,330.0,4048
947,2020-12-30,VT,4,0,6.0,473,0.0,74
948,2020-12-30,WA,174,169,245.0,27607,108.0,2174
949,2020-12-30,WI,40,126,244.0,4607,0.0,3170
950,2020-12-30,WV,34,0,209.0,10196,93.0,1452
951,2020-12-30,WY,0,3,0.0,522,0.0,210
952,2020-12-29,AK,1,10,0.0,5273,10.0,175
953,2020-12-29,AL,25,453,0.0,5055,0.0,3907
954,2020-12-29,AR,66,106,382.0,5901,198.0,2718
956,2020-12-29,AZ,171,445,1053.0,9244,720.0,2799
957,2020-12-29,CA,242,0,4390.0,214710,0.0,31245
958,2020-12-29,CO,56,268,0.0,3265,0.0,1740
959,2020-12-29,CT,20,0,0.0,12916,0.0,767
960,2020-12-29,DC,4,0,72.0,2924,35.0,193
961,2020-12-29,DE,0,0,60.0,1454,0.0,701
962,2020-12-29,FL,105,492,0.0,32749,0.0,11748
963,2020-12-29,GA,83,451,0.0,26836,0.0,5853
964,2020-12-29,GU,0,0,4.0,344,2.0,12
965,2020-12-29,HI,0,-5,14.0,0,11.0,75
966,2020-12-29,IA,67,0,117.0,519,67.0,697
967,2020-12-29,ID,23,51,77.0,778,0.0,795
968,2020-12-29,IL,126,0,904.0,61142,506.0,5644
969,2020-12-29,IN,165,262,646.0,4030,363.0,3976
970,2020-12-29,KS,0,0,117.0,0,68.0,0
971,2020-12-29,KY,31,125,380.0,1832,211.0,2975
972,2020-12-29,LA,61,0,0.0,29998,218.0,3946
973,2020-12-29,MA,60,0,431.0,10993,225.0,4145
974,2020-12-29,MD,63,169,420.0,5754,0.0,1878
975,2020-12-29,ME,7,9,48.0,4073,14.0,590
976,2020-12-29,MI,212,0,649.0,19672,390.0,3963
977,2020-12-29,MN,36,185,214.0,304,0.0,972
978,2020-12-29,MO,117,0,623.0,3275,356.0,2479
980,2020-12-29,MS,85,0,325.0,0,201.0,1943
981,2020-12-29,MT,12,50,47.0,1050,24.0,427
982,2020-12-29,NC,13,0,761.0,23078,0.0,3563
983,2020-12-29,ND,12,33,18.0,605,0.0,272
984,2020-12-29,NE,28,51,0.0,1644,0.0,875
985,2020-12-29,NH,20,6,0.0,1159,0.0,1027
986,2020-12-29,NJ,126,301,723.0,32311,473.0,4407
987,2020-12-29,NM,23,108,0.0,5988,0.0,1216
988,2020-12-29,NV,46,0,414.0,1481,282.0,1747
989,2020-12-29,NY,127,0,1224.0,148726,711.0,11438
990,2020-12-29,OH,151,560,1110.0,19090,706.0,7526
991,2020-12-29,OK,22,90,499.0,21237,0.0,1194
992,2020-12-29,OR,6,109,122.0,57185,62.0,820
